game,name,link,affiliation,gender,race,role,games,status
Fallout 2,Joshua (Vault City),https://fallout.fandom.com/wiki/Joshua_(Vault_City),Vault City,Male,Human,Servant candidate,,
Fallout 2,Juan Cruz,https://fallout.fandom.com/wiki/Juan_Cruz,"Hubologists, Vikki Goldman",Male,Human,"New Reno, film star",,
Fallout 2,Jubilee,https://fallout.fandom.com/wiki/Jubilee,"New California Republic Hospital, ,, NCR Downtown",Male,Human,Doctor,,
Fallout 2,Jul,https://fallout.fandom.com/wiki/Jul,"Gruthar, 's pack",Male,Talking deathclaw,Brood guardian,,
Fallout 2,Jules (Fallout 2),https://fallout.fandom.com/wiki/Jules_(Fallout_2),None,Male,Human,"Drug dealer, Informant",,
Fallout 2,Jungle Gym ring announcer,https://fallout.fandom.com/wiki/Jungle_Gym_ring_announcer,New Reno,Male,Human,Announcer,,
Fallout 2,Jungle Gym ring girl,https://fallout.fandom.com/wiki/Jungle_Gym_ring_girl,Ring announcer,Female,Human,Showing rounds and eye catcher,,
Fallout 2,Junkie (Fallout 2),https://fallout.fandom.com/wiki/Junkie_(Fallout_2),,"Male, Female",Human,Junkies,,
Fallout 2,K-9,https://fallout.fandom.com/wiki/K-9,"West Coast Enclave, Dr. Schreber",Male,Cyberdog,Companion,,
Fallout 2,Karl (Den),https://fallout.fandom.com/wiki/Karl_(Den),Modoc,Male,Human,Runaway farmer,,
Fallout 2,Karl (NCR),https://fallout.fandom.com/wiki/Karl_(NCR),NCR police,Male,Human,Deputy,,
Fallout 2,Karla (Fallout 2),https://fallout.fandom.com/wiki/Karla_(Fallout_2),New Khans,Female,Human,Raider,,
Fallout 2,Keeng Ra'at,https://fallout.fandom.com/wiki/Keeng_Ra%27at,,Male,"Sentient albino, mole rat",Leader,,
Fallout 2,Keith Wright,https://fallout.fandom.com/wiki/Keith_Wright,Wrights,Male,Human,Mansion watchman,,
Fallout 2,Ken Lee,https://fallout.fandom.com/wiki/Ken_Lee,Shi,Male,Human,Shi leader,,
Fallout 2,Kerith,https://fallout.fandom.com/wiki/Kerith,"Gruthar, 's pack",Female,Talking deathclaw,Mother,,
Fallout 2,Kevin (Fallout 2),https://fallout.fandom.com/wiki/Kevin_(Fallout_2),Enclave,Male,Human,Mechanic,,
Fallout 2,Khan raider (Fallout 2),https://fallout.fandom.com/wiki/Khan_raider_(Fallout_2),Darion,"Male, Female",Human,Raider,,
Fallout 2,Klamath child,https://fallout.fandom.com/wiki/Klamath_child,,"Male, Female",Human,Citizen,,
Fallout 2,Klamath citizen,https://fallout.fandom.com/wiki/Klamath_citizen,Klamath,"Male, Female",Human,Citizen,,
Fallout 2,Klamath trapper,https://fallout.fandom.com/wiki/Klamath_trapper,,"Male, Female",Human,Trapper,,
Fallout 2,Klint,https://fallout.fandom.com/wiki/Klint,"Arroyo, tribals",Male,Human,Temple guard,,
Fallout 2,Kohl,https://fallout.fandom.com/wiki/Kohl,Vault City,Male,Human,Chief Librarian,,
Fallout 2,Laddie,https://fallout.fandom.com/wiki/Laddie,Jonny,Male,Dog,Pet,,
Fallout 2,Lao Chou,https://fallout.fandom.com/wiki/Lao_Chou,Shi,Male,Human,"Flying Dragon 8, owner",,
Fallout 2,Lara (Fallout 2),https://fallout.fandom.com/wiki/Lara_(Fallout_2),Metzger,Female,Human,Gang leader,,
Fallout 2,Lara's ganger,https://fallout.fandom.com/wiki/Lara%27s_ganger,Lara,"Male, Female",Human,Gang member,,
Fallout 2,Leanne,https://fallout.fandom.com/wiki/Leanne,The Den,Female,Human,Bar patron,,
Fallout 2,Lenny (Gecko),https://fallout.fandom.com/wiki/Lenny_(Gecko),"Gecko, Chosen One, (optional)",Male,Ghoul,"Companion, Doctor",,
Fallout 2,Lenny (NCR),https://fallout.fandom.com/wiki/Lenny_(NCR),"Master's Army, (formerly)",,Super mutant,Barfly,,
Fallout 2,Leslie Anne Bishop,https://fallout.fandom.com/wiki/Leslie_Anne_Bishop,Bishops,Female,Human,,,
Fallout 2,Lil' Jesus Mordino,https://fallout.fandom.com/wiki/Lil%27_Jesus_Mordino,Mordinos,Male,Human,Right hand man,,
Fallout 2,Little person,https://fallout.fandom.com/wiki/Little_person,,,,,,
Fallout 2,Liz,https://fallout.fandom.com/wiki/Liz,Anti-mutant conspiracy,Female,Human,"Shopkeeper, Weapons smuggler",,
Fallout 2,Lo Pan,https://fallout.fandom.com/wiki/Lo_Pan,"The Dragon, Shi",Male,Human,Martial artist,,
Fallout 2,Loopal,https://fallout.fandom.com/wiki/Loopal,Lo Pan,Male,Human,"Martial artist, Opponent",,
Fallout 2,Louis Salvatore,https://fallout.fandom.com/wiki/Louis_Salvatore,Salvatores,Male,Human,Head of the Salvatore Family,,
Fallout 2,Louise,https://fallout.fandom.com/wiki/Louise,,Female,Human,"Bar owner, Bartender",,
Fallout 2,Lucas (Fallout 2),https://fallout.fandom.com/wiki/Lucas_(Fallout_2),Arroyo,Male,Human,"Tribesman, Warrior",,
Fallout 2,Luke (Fallout 2),https://fallout.fandom.com/wiki/Luke_(Fallout_2),Brotherhood of Steel,Male,Human,Sentry,,
Fallout 2,Lumpy (Broken Hills),https://fallout.fandom.com/wiki/Lumpy_(Broken_Hills),Broken Hills,Male,Ghoul,Traveller,,
Fallout 2,Lumpy (Gecko),https://fallout.fandom.com/wiki/Lumpy_(Gecko),"Gecko, Skeeter",Male,Human,Supply cabinet chief,,
Fallout 2,Lydia (Fallout 2),https://fallout.fandom.com/wiki/Lydia_(Fallout_2),Vault City,Female,Human,Bartender,,
Fallout 2,Mai Da Chiang,https://fallout.fandom.com/wiki/Mai_Da_Chiang,Shi,Male,Human,"Red 888 Guns, owner",,
Fallout 2,Maida Buckner,https://fallout.fandom.com/wiki/Maida_Buckner,"Klamath, Buckner family",Female,Human,Merchant,,
Fallout 2,Manson,https://fallout.fandom.com/wiki/Manson,Anti-mutant conspiracy,Male,Human,Prisoner,,
Fallout 2,Marc (Den),https://fallout.fandom.com/wiki/Marc_(Den),"The Den, Tyler",Male,Human,Guard,,
Fallout 2,Marc (San Francisco),https://fallout.fandom.com/wiki/Marc_(San_Francisco),Tanker vagrants,Male,Human,Tanker vagrant,,
Fallout 2,Marcus,https://fallout.fandom.com/wiki/Marcus,"Unity, (? - 2162), Broken Hills, (2185 - 2242), Chosen One, (2241 - 2242), Black Mountain, (2277 - 2278), Jacobstown, (2278 - present)",,"Mariposa super mutant, (1st generation)","Sheriff, [, 1, ], (formerly), Mayor, Companion (formerly)",,
Fallout 2,Marge LeBarge,https://fallout.fandom.com/wiki/Marge_LeBarge,Kokoweef Mine,Female,Human,Mine owner,,
Fallout 2,Marjorie Reed,https://fallout.fandom.com/wiki/Marjorie_Reed,Mordinos,Female,Human,"Myron, 's lead researcher",,
Fallout 2,Mark Torrance,https://fallout.fandom.com/wiki/Mark_Torrance,"Stuart Little, Evan Holyfeld",Male,Human,Boxer,,
Fallout 2,Martin (Fallout 2),https://fallout.fandom.com/wiki/Martin_(Fallout_2),Vault City,Male,Human,"Servant, Supply guard",,
Fallout 2,Martin Frobisher,https://fallout.fandom.com/wiki/Martin_Frobisher,Vault 13,Male,Human,Spokesman,,
Fallout 2,Mary Smith,https://fallout.fandom.com/wiki/Mary_Smith,Vault City,Female,Human,Wife,,
Fallout 2,Mason (Fallout 2),https://fallout.fandom.com/wiki/Mason_(Fallout_2),Salvatores,Male,Human,"Guard, Louis Salvatore's assistant",,
Fallout 2,Master Khung,https://fallout.fandom.com/wiki/Master_Khung,Lo Pan,Male,Human,"Martial artist, Opponent",,
Fallout 2,Master Krall,https://fallout.fandom.com/wiki/Master_Krall,Lo Pan,Male,Human,"Martial artist, Opponent",,
Fallout 2,Master Rube,https://fallout.fandom.com/wiki/Master_Rube,The Dragon,Male,Human,"Martial artist, Opponent",,
Fallout 2,Master Ziggy,https://fallout.fandom.com/wiki/Master_Ziggy,"The, Dragon",Male,Human,"Martial artist, Opponent",,
Fallout 2,Masticator,https://fallout.fandom.com/wiki/Masticator,Stuart Little,Male,Human,Boxer,,
Fallout 2,Matt (Vault 13),https://fallout.fandom.com/wiki/Matt_(Vault_13),,Male,Human,Prisoner,,
Fallout 2,Matthew (Fallout 2),https://fallout.fandom.com/wiki/Matthew_(Fallout_2),Brotherhood of Steel,Male,Human,Intelligence operative,,
Fallout 2,McClure,https://fallout.fandom.com/wiki/McClure,Vault City,Male,Human,"Senior Council Member, First Citizen (2242-)",,
Fallout 2,Melchior,https://fallout.fandom.com/wiki/Melchior,"Redding, (formerly)",Male,Super mutant,Super mutant leader,,
Fallout 2,Melchior Jr.,https://fallout.fandom.com/wiki/Melchior_Jr.,Redding,Male,Human,Orphan,,
Fallout 2,Melinda (Fallout 2),https://fallout.fandom.com/wiki/Melinda_(Fallout_2),Vault City,Female,Human,Chief Greeting Officer,,
Fallout 2,Mercenary raider,https://fallout.fandom.com/wiki/Mercenary_raider,Bishops,Male,Human,Mercenary,,
Fallout 2,Merk,https://fallout.fandom.com/wiki/Merk,,Male,Human,Criminal leader,,
Fallout 2,Merk's guard,https://fallout.fandom.com/wiki/Merk%27s_guard,Merk,Male,Human,Bodyguards,,
Fallout 2,Metzger,https://fallout.fandom.com/wiki/Metzger,Slaver's Guild,Male,Human,"Head of the Slavers Guild, [, 1, ], Slave master of the Den, [, 2, ]",,
Fallout 2,Metzger's room guard,https://fallout.fandom.com/wiki/Metzger%27s_room_guard,Metzger,Male,Human,Room guard,,
Fallout 2,Micky (Fallout 2),https://fallout.fandom.com/wiki/Micky_(Fallout_2),,Male,Human,Treasure hunter,,
Fallout 2,Mikey Frazier,https://fallout.fandom.com/wiki/Mikey_Frazier,,Male,Human,Iguana vendor,,
Fallout 2,Mira,https://fallout.fandom.com/wiki/Mira,Merk,Female,Human,Rawhide Saloon bartender,,
Fallout 2,Miria,https://fallout.fandom.com/wiki/Miria,"Modoc, Chosen One",Female,Human,Butcher assistant and potential wife,,
Fallout 2,Miss Kitty,https://fallout.fandom.com/wiki/Miss_Kitty,"Independent, New Reno, entrepreneur",Female,Human,Owner and proprietor,,
Fallout 2,Missy,https://fallout.fandom.com/wiki/Missy,Eldridge,,Dog,Guard dog,,
Fallout 2,Modjeska,https://fallout.fandom.com/wiki/Modjeska,,Female,Human,Political expert,,
Fallout 2,Modoc townsperson,https://fallout.fandom.com/wiki/Modoc_townsperson,Modoc,"Male, Female",Human,Citizen,,
Fallout 2,Modoc trader,https://fallout.fandom.com/wiki/Modoc_trader,Modoc,"Male, Female",Human,Trader,,
Fallout 2,Mom (Fallout 2),https://fallout.fandom.com/wiki/Mom_(Fallout_2),The Den,Female,Human,Diner owner,,
Fallout 2,Mordino's man,https://fallout.fandom.com/wiki/Mordino%27s_man,Big Jesus Mordino,Male,Human,Guards,,
Fallout 2,Morlis,https://fallout.fandom.com/wiki/Morlis,Arroyo,Female,Human,"Aunt of the, Chosen One",,
Fallout 2,Mutant miner,https://fallout.fandom.com/wiki/Mutant_miner,"Broken Hills Residential, Zaius",,Super mutant,Mine workers,,
Fallout 2,Mynoc,https://fallout.fandom.com/wiki/Mynoc,"The Canyon, ,, Arroyo",Male,Human,"Bridge guard, Tribesman",,
Fallout 2,Myron,https://fallout.fandom.com/wiki/Myron,"Mordinos, Chosen One, (optional)",Male,Human,"Mordino Family pharmacologist, Jet, ""creator"", Companion, (optional)",,
Fallout 2,Myron's guard,https://fallout.fandom.com/wiki/Myron%27s_guard,Mordinos,Male,Human,Guard,,
Fallout 2,Nagor,https://fallout.fandom.com/wiki/Nagor,"Arroyo, Smoke",Male,Human,Tribesman,,
Fallout 2,Navarro base commander,https://fallout.fandom.com/wiki/Navarro_base_commander,Enclave Department of the Army,Male,Human,Commander,,
Fallout 2,NCR gate guard,https://fallout.fandom.com/wiki/NCR_gate_guard,NCR town,Male,Human,Gate guard,,
Fallout 2,NCR policeman,https://fallout.fandom.com/wiki/NCR_policeman,NCR police,Male,Human,Law enforcement,,
Fallout 2,NCR Ranger (Fallout 2),https://fallout.fandom.com/wiki/NCR_Ranger_(Fallout_2),New California Republic Rangers,"Male, Female",Human,Abolitionists,,
Fallout 2,NCR slave,https://fallout.fandom.com/wiki/NCR_slave,Vortis,"Male, Female",Human,Slave,,
Fallout 2,NCR slave guard,https://fallout.fandom.com/wiki/NCR_slave_guard,Vortis,Male,Human,Guard,,
Fallout 2,New Reno drug dealer,https://fallout.fandom.com/wiki/New_Reno_drug_dealer,New Reno,Male,Human,Citizen,,
Fallout 2,New Reno prostitute,https://fallout.fandom.com/wiki/New_Reno_prostitute,"New Reno, Pimps",Female,Human,Prostitute,,
Fallout 2,New Reno slave,https://fallout.fandom.com/wiki/New_Reno_slave,New Reno,"Male, Female",Human,Work detail (liquor and Jet production),,
Fallout 2,Nording,https://fallout.fandom.com/wiki/Nording,Stanwell,Male,Human,Pay-off man,,
Fallout 2,Obidiah Hakeswill,https://fallout.fandom.com/wiki/Obidiah_Hakeswill,Morningstar Mine,Male,Human,Prostitute mutilator,,
Fallout 2,Old Man McGee,https://fallout.fandom.com/wiki/Old_Man_McGee,New Reno,Male,Human,Casino patron,,
Fallout 2,Orville Wright,https://fallout.fandom.com/wiki/Orville_Wright,Wrights,Male,Human,Head of the family,,
Fallout 2,Oswald,https://fallout.fandom.com/wiki/Oswald,Darion,Male,Human,Spy,,
Fallout 2,Outsider prisoner,https://fallout.fandom.com/wiki/Outsider_prisoner,Vault City,"Male, Female",Human,Hapless victims,,
Fallout 2,Packard,https://fallout.fandom.com/wiki/Packard,Eldridge,,Dog,Guard dog,,
Fallout 2,Paine,https://fallout.fandom.com/wiki/Paine,"Frenchy, ,, Sims",Male,Human,Street singer,,
Fallout 2,Palace guard,https://fallout.fandom.com/wiki/Palace_guard,Shi,Male,Human,Guard,,
Fallout 2,Parlor Room bartender,https://fallout.fandom.com/wiki/Parlor_Room_bartender,Vault City,Male,Human,Bartender,,
Fallout 2,Percy Crump,https://fallout.fandom.com/wiki/Percy_Crump,Gecko,Male,Ghoul,Shopkeeper,,
Fallout 2,Pete McKneely,https://fallout.fandom.com/wiki/Pete_McKneely,"Stuart Little, Tony Gunn",Male,Human,Boxer,,
Fallout 2,Phil (Broken Hills),https://fallout.fandom.com/wiki/Phil_(Broken_Hills),Broken Hills,Male,Ghoul,Bartender,,
Fallout 2,Phil (Khans),https://fallout.fandom.com/wiki/Phil_(Khans),New Khans,Male,Human,Guard,,
Fallout 2,Phyllis,https://fallout.fandom.com/wiki/Phyllis,"Vault City, Dr. Troy",Female,Human,Resident medical assistant,,
Fallout 2,Pimp,https://fallout.fandom.com/wiki/Pimp,New Reno,Male,Human,Advertisers,,
Fallout 2,Porn actress,https://fallout.fandom.com/wiki/Porn_actress,Corsican Brothers,Female,Human,Porn actresses,,
Fallout 2,Pretty Boy Lloyd,https://fallout.fandom.com/wiki/Pretty_Boy_Lloyd,None,Male,Human,Thief,,
Fallout 2,Professor,https://fallout.fandom.com/wiki/Professor,Professor's radscorpion,Male,Human,Mad scientist,,
Fallout 2,Professor's radscorpion,https://fallout.fandom.com/wiki/Professor%27s_radscorpion,Professor,,Radscorpion,Test subject,,
Fallout 2,Punk,https://fallout.fandom.com/wiki/Punk,"Tanker vagrants, Female punk",Male,Human,Generic characters,,
Fallout 2,Quartermaster (Fallout 2),https://fallout.fandom.com/wiki/Quartermaster_(Fallout_2),Enclave Department of the Army,Male,Human,Quartermaster/Gunny,,
Fallout 2,Quincy (Fallout 2),https://fallout.fandom.com/wiki/Quincy_(Fallout_2),Enclave,Male,Human,Head mechanic,,
Fallout 2,Ramirez (Fallout 2),https://fallout.fandom.com/wiki/Ramirez_(Fallout_2),Mordinos,Male,Human,"Stables, overseer",,
Fallout 2,Randal (Fallout 2),https://fallout.fandom.com/wiki/Randal_(Fallout_2),Vault City,Male,Human,"Chief, Amenities officer",,
Fallout 2,Ratch,https://fallout.fandom.com/wiki/Ratch,None,Male,Human,Car mechanic,,
Fallout 2,Rattray,https://fallout.fandom.com/wiki/Rattray,Doc Johnson,Male,Human,Doc Johnson's assistant,,
Fallout 2,Raul (Fallout 2),https://fallout.fandom.com/wiki/Raul_(Fallout_2),Enclave,Male,Human,Vertibird mechanic,,
Fallout 2,Rawhide Saloon barfly,https://fallout.fandom.com/wiki/Rawhide_Saloon_barfly,NCR Bazaar,"Male, Female",Human,Bar patrons,,
Fallout 2,Reactor guard,https://fallout.fandom.com/wiki/Reactor_guard,Gecko,Male,Ghoul,Guard,,
Fallout 2,Rebecca (Vault 15),https://fallout.fandom.com/wiki/Rebecca_(Vault_15),Vault 15 Squatters,Female,Human,Squatter,,
Fallout 2,Rebecca Dyer,https://fallout.fandom.com/wiki/Rebecca_Dyer,"Becky's Casino Bar, The Den",Female,Human,Bar owner,,
Fallout 2,Redding citizen,https://fallout.fandom.com/wiki/Redding_citizen,Redding,"Male, Female",Human,"Citizen, Mineworker, Farmer, Alcoholic",,
Fallout 2,Redding gambler,https://fallout.fandom.com/wiki/Redding_gambler,Redding,"Male, Female",Human,,,
Fallout 2,Refinery supervisor,https://fallout.fandom.com/wiki/Refinery_supervisor,Broken Hills,Male,Glowing one,Uranium supervisor,,
Fallout 2,Renesco,https://fallout.fandom.com/wiki/Renesco,Salvatores,Male,Human,Merchant,,
Fallout 2,Renewal cult ghoul,https://fallout.fandom.com/wiki/Renewal_cult_ghoul,Renewal,Male,Ghoul,Cultists,,
Fallout 2,Reno townsfolk,https://fallout.fandom.com/wiki/Reno_townsfolk,New Reno,"Male, Female",Human,Citizen,,
Fallout 2,Roberta,https://fallout.fandom.com/wiki/Roberta,Vault 15 Squatters,Female,Human,Squatter,,
Fallout 2,Robodog,https://fallout.fandom.com/wiki/Robodog,,,Cyberdog,Recruitable NPC,,
Fallout 2,Roger Westin,https://fallout.fandom.com/wiki/Roger_Westin,New California Republic,Male,Human,"Councilman, Brahmin baron",,
Fallout 2,Rondo,https://fallout.fandom.com/wiki/Rondo,New California Rangers,Male,Human,Mechanic,,
Fallout 2,Rooney,https://fallout.fandom.com/wiki/Rooney,Redding,Female,Human,Widow to evict,,
Fallout 2,Rose (Fallout 2),https://fallout.fandom.com/wiki/Rose_(Fallout_2),Rose's Bed and Breakfast,Female,Human,Manager,,
Fallout 2,Sajag,https://fallout.fandom.com/wiki/Sajag,Klamath,Male,Human,"Bar owner, Merchant",,
Fallout 2,Saltbeef Bob,https://fallout.fandom.com/wiki/Saltbeef_Bob,Roger Westin,Male,Human,"Roger Westin, 's ranch hand",,
Fallout 2,Salvatore's Bar bartender,https://fallout.fandom.com/wiki/Salvatore%27s_Bar_bartender,Salvatores,Male,Human,Bartender,,
Fallout 2,Salvatore's man,https://fallout.fandom.com/wiki/Salvatore%27s_man,Salvatores,Male,Human,Guards,,
Fallout 2,Sandy (Fallout 2),https://fallout.fandom.com/wiki/Sandy_(Fallout_2),Vault 13,Female,Human,Resident,,
Fallout 2,Sara (Fallout 2),https://fallout.fandom.com/wiki/Sara_(Fallout_2),Vault 15 Squatters,Female,Human,Squatter,,
Fallout 2,Schreber,https://fallout.fandom.com/wiki/Schreber,Enclave Research and Development Division,Male,Human,"Physician, Geneticist",,
Fallout 2,Secretary (Fallout 2),https://fallout.fandom.com/wiki/Secretary_(Fallout_2),Enclave,Female,Human,Presidential secretary,,
Fallout 2,Seymour (Fallout 2),https://fallout.fandom.com/wiki/Seymour_(Fallout_2),Professor,,Spore plant,Talking plant,,
Fallout 2,Shadow-Who-Walks,https://fallout.fandom.com/wiki/Shadow-Who-Walks,"Bishops, Mercenary raiders",Male,Human,Mercenary,,
Fallout 2,Shark Club bartender,https://fallout.fandom.com/wiki/Shark_Club_bartender,Mordinos,Male,Human,Bartender,,
Fallout 2,Shark Club comedian,https://fallout.fandom.com/wiki/Shark_Club_comedian,Shark Club,Male,Human,Stand-up comedian,,
Fallout 2,Sheb,https://fallout.fandom.com/wiki/Sheb,Miss Kitty,Male,Human,"Promoter of, Cat's Paw",,
Fallout 2,Sheila (Fallout 2),https://fallout.fandom.com/wiki/Sheila_(Fallout_2),Frankie,Female,Human,Prostitute,,
Fallout 2,Shi dockworker,https://fallout.fandom.com/wiki/Shi_dockworker,San Francisco,"Male, Female",Human,Dockworkers,,
Fallout 2,Shi Emperor,https://fallout.fandom.com/wiki/Shi_Emperor,Shi,,Computer,"Emperor, Leader of the, Shi",,
Fallout 2,Shi lab tech,https://fallout.fandom.com/wiki/Shi_lab_tech,Shi,Male,Human,Lab technician,,
Fallout 2,Shi merchant,https://fallout.fandom.com/wiki/Shi_merchant,Shi,Male,Human,Merchant,,
Fallout 2,Shi townsperson,https://fallout.fandom.com/wiki/Shi_townsperson,San Francisco,"Male, Female",Human,Citizen,,
Fallout 2,Sims,https://fallout.fandom.com/wiki/Sims,"Frenchy, ,, Paine",Male,Human,Street singer,,
Fallout 2,Skeeter,https://fallout.fandom.com/wiki/Skeeter,Gecko,Male,Ghoul,Mechanic,,
Fallout 2,Skeev,https://fallout.fandom.com/wiki/Skeev,Vault City,Male,Human,"Wallace, 's assistant",,
Fallout 2,Skynet,https://fallout.fandom.com/wiki/Skynet,"United States Armed Forces, (formerly), Chosen One, (optional)",,"Artificial intelligence, Robobrain, (optional)","Advanced AI system, Companion, (optional)",,
Fallout 2,Slag citizen,https://fallout.fandom.com/wiki/Slag_citizen,Vegeir,"Male, Female","Human, Ghoul",Inhabitants,,
Fallout 2,Slag guard,https://fallout.fandom.com/wiki/Slag_guard,Slags,"Male, Female",Human,Guards,,
Fallout 2,Slave (Slaver's Guild),https://fallout.fandom.com/wiki/Slave_(Slaver%27s_Guild),Slavers,"Male, Female",Human,Slave,,
Fallout 2,Slave overseer,https://fallout.fandom.com/wiki/Slave_overseer,Slavers,Male,Human,Slave overseer,,
Fallout 2,Slaver (Slaver's Guild),https://fallout.fandom.com/wiki/Slaver_(Slaver%27s_Guild),Metzger,Male,Human,"Slavers, Metzger, 's guards",,
Fallout 2,Slim (San Francisco),https://fallout.fandom.com/wiki/Slim_(San_Francisco),Tanker vagrants,Male,Human,Bartender,,
Fallout 2,Slim Picket,https://fallout.fandom.com/wiki/Slim_Picket,"Klamath, Trappers",Male,Human,"Trapper leader, [, 1, ]",,
Fallout 2,Smiley (Fallout 2),https://fallout.fandom.com/wiki/Smiley_(Fallout_2),Trappers,Male,Human,Trapper,,
Fallout 2,Smith (Fallout 2),https://fallout.fandom.com/wiki/Smith_(Fallout_2),Vault City,Male,Human,Farmer,,
Fallout 2,Smitty (Den),https://fallout.fandom.com/wiki/Smitty_(Den),,Male,Human,,,
Fallout 2,Smitty (San Francisco),https://fallout.fandom.com/wiki/Smitty_(San_Francisco),Lo Pan,Male,Human,"Martial artist, Opponent Chosen One",,
Fallout 2,Smoke,https://fallout.fandom.com/wiki/Smoke,Nagor,Male,Dog,Pet,,
Fallout 2,Snookie,https://fallout.fandom.com/wiki/Snookie,Enclave,Female,Human,Guard,,
Fallout 2,Squatter (San Francisco),https://fallout.fandom.com/wiki/Squatter_(San_Francisco),,"Male, Female",Human,Squatters,,
Fallout 2,Stable boy,https://fallout.fandom.com/wiki/Stable_boy,,Male,Human,"Tending to, brahmin",,
Fallout 2,Stables scientist,https://fallout.fandom.com/wiki/Stables_scientist,Mordinos,"Male, Female",Human,Jet scientist,,
Fallout 2,Stacy (Fallout 2),https://fallout.fandom.com/wiki/Stacy_(Fallout_2),The Den,Female,Human,Diner owner,,
Fallout 2,Stanwell,https://fallout.fandom.com/wiki/Stanwell,New California Republic,Male,Human,Caravan driver,,
Fallout 2,Stark,https://fallout.fandom.com/wiki/Stark,Vault City guard,Male,Human,"Warden, Chief of the guard",,
Fallout 2,Steve (Broken Hills),https://fallout.fandom.com/wiki/Steve_(Broken_Hills),Broken Hills,Male,Human,Town greeter,,
Fallout 2,Steve (Vault City),https://fallout.fandom.com/wiki/Steve_(Vault_City),Vault City,Male,Human,Sub-Greeting Chief,,
Fallout 2,Stuart Little,https://fallout.fandom.com/wiki/Stuart_Little,Jungle Gym,Male,Human,Jungle Gym boss,,
Fallout 2,Suze,https://fallout.fandom.com/wiki/Suze,"Badger, - boyfriend",Female,Human,Tanker vagrant,,
Fallout 2,T-Ray,https://fallout.fandom.com/wiki/T-Ray,"New Reno, Bishops",Male,Human,"Mechanic, Thief",,
Fallout 2,Tandi,https://fallout.fandom.com/wiki/Tandi,"Shady Sands, New California Republic",Female,Human,President,,
Fallout 2,Thearn,https://fallout.fandom.com/wiki/Thearn,"Gruthar, 's pack",Male,Talking deathclaw,Brood guardian,,
Fallout 2,Thomas Moore,https://fallout.fandom.com/wiki/Thomas_Moore,New California Republic,Male,Human,"Anti-slavery activist, NCR Agent",,
Fallout 2,Tom Murray,https://fallout.fandom.com/wiki/Tom_Murray,Enclave,Male,Human,"Chairman of the, Atomic Energy Commission",,
Fallout 2,Tony Gunn,https://fallout.fandom.com/wiki/Tony_Gunn,"Stuart Little, Pete McKneely",Male,Human,Boxer,,
Fallout 2,Torr Buckner,https://fallout.fandom.com/wiki/Torr_Buckner,"Klamath, Buckner family",Male,Human,Brahmin herdsman,,
Fallout 2,Toto,https://fallout.fandom.com/wiki/Toto,"NCR, Dorothy",,Robobrain,Maintenance bot,,
Fallout 2,Town inhabitant,https://fallout.fandom.com/wiki/Town_inhabitant,New California Republic,"Male, Female",Human,Denizen,,
Fallout 2,Troy (Fallout 2),https://fallout.fandom.com/wiki/Troy_(Fallout_2),"Vault City, Phyllis",Male,Human,Doctor,,
Fallout 2,Tubby,https://fallout.fandom.com/wiki/Tubby,,Male,Human,"Drug store owner, Merchant",,
Fallout 2,Tubby's guard,https://fallout.fandom.com/wiki/Tubby%27s_guard,Tubby,Male,Human,Guards,,
Fallout 2,Tuco,https://fallout.fandom.com/wiki/Tuco,"Mercenary raiders, Bishops, Blondie, Angel-Eyes",Male,Human,Mercenary,,
Fallout 2,Tully,https://fallout.fandom.com/wiki/Tully,Temperance Union,Male,Human,Priest,,
Fallout 2,Tyler (Fallout 2),https://fallout.fandom.com/wiki/Tyler_(Fallout_2),"Metzger, Slavers",Male,Human,Gang leader,,
Fallout 2,Tyler's guard,https://fallout.fandom.com/wiki/Tyler%27s_guard,Tyler,"Male, Female",Human,Guard,,
Fallout 2,Typhon,https://fallout.fandom.com/wiki/Typhon,Broken Hills,Male,Glowing one,Citizen,,
Fallout 2,Valdis,https://fallout.fandom.com/wiki/Valdis,"Gruthar, 's pack",Male,Deathclaw,Brood guardian,,
Fallout 2,Valerie,https://fallout.fandom.com/wiki/Valerie,Vault City,Female,Human,Repairwoman,,
Fallout 2,Vault 13 prisoner,https://fallout.fandom.com/wiki/Vault_13_prisoner,Vault 13,"Male, Female",Human,Prisoner,,
Fallout 2,Vault City citizen,https://fallout.fandom.com/wiki/Vault_City_citizen,Vault City,"Male, Female",Human,Citizens,,
Fallout 2,Vault City courtyard citizen,https://fallout.fandom.com/wiki/Vault_City_courtyard_citizen,Vault City,"Male, Female",Human,Citizen,,
Fallout 2,Vault City courtyard outsider,https://fallout.fandom.com/wiki/Vault_City_courtyard_outsider,Vault City,"Male, Female",Human,Resident,,
Fallout 2,Vault City gate guard,https://fallout.fandom.com/wiki/Vault_City_gate_guard,Vault City,"Male, Female",Human,Guards of the inner city,,
Fallout 2,Vault City guard,https://fallout.fandom.com/wiki/Vault_City_guard,"Vault City, Vault City guards","Male, Female",Human,"City guards, Patrollers",,
Fallout 2,Vault City slave,https://fallout.fandom.com/wiki/Vault_City_slave,Vault City,"Male, Female",Human,Slaves,,
Fallout 2,Vegeir,https://fallout.fandom.com/wiki/Vegeir,Slags,Male,Human,Leader,,
Fallout 2,Velani,https://fallout.fandom.com/wiki/Velani,Mordinos,Male,Human,Mordino merchant,,
